category_norm,category_title,occurrence_count,first_date,last_date,distinct_member_sets,fill_blank_occurrences,mean_expert_difficulty,mean_user_difficulty_calibrated,mean_failure_rate,mean_average_mistakes,merged_unique_items
PERFORATE,PERFORATE,1,2025-08-07,2025-08-07,1,0,3.0,2.7185410630980757,0.317089,1.926509,4
PERFORM POORLY,PERFORM POORLY,1,2024-12-15,2024-12-15,1,0,3.4,2.634150571799798,0.287893,1.858609,4
PERFORM WELL ON,PERFORM WELL ON,1,2024-11-30,2024-11-30,1,0,3.0,2.4738081168461434,0.236406,1.725613,4
PERIODIC TABLE SYMBOLS,PERIODIC TABLE SYMBOLS,1,2025-10-20,2025-10-20,1,0,3.3,3.557227630219487,0.52802,2.680534,4
PERIPHERY,PERIPHERY,1,2025-03-05,2025-03-05,1,0,4.0,3.1453355257176523,0.382255,2.352394,4
PERSIST,PERSIST,1,2025-06-08,2025-06-08,1,0,2.5,2.84863379963753,0.332137,2.06114,4
PERSONAL GROOMING ITEMS,PERSONAL GROOMING ITEMS,1,2025-11-09,2025-11-09,1,0,2.3,2.3248010494214504,0.193384,1.597194,4
PERSONAL PROPERTY MINUS “S”,PERSONAL PROPERTY MINUS “S”,1,2025-04-18,2025-04-18,1,0,3.0,3.146315051997758,0.401854,2.333922,4
PESTER,PESTER,1,2025-08-26,2025-08-26,1,0,3.3,3.7935550763339716,0.55044,2.930022,4
PETER ___,PETER ___,1,2024-07-16,2024-07-16,1,1,2.6,2.320219786757353,0.259026,1.526281,4
PETITION (FOR),PETITION (FOR),1,2025-12-03,2025-12-03,1,0,1.7,1.4908939099968468,0.069151,0.76197,4
PHASE TRANSITIONS FOR LIQUIDS,PHASE TRANSITIONS FOR LIQUIDS,1,2025-07-21,2025-07-21,1,0,1.5,2.337580955741483,0.246713,1.558569,4
PHONETIC ELEMENTS OF SPEECH,PHONETIC ELEMENTS OF SPEECH,1,2025-11-28,2025-11-28,1,0,2.3,3.7019532899637877,0.511292,2.863777,4
PHOTOSHOP TOOLS,PHOTOSHOP TOOLS,1,2025-02-21,2025-02-21,1,0,4.0,3.4897055027582056,0.487757,2.643109,4
PHRASES WHOSE SECOND WORDS INCLUDE THEIR FIRST WORD,PHRASES WHOSE SECOND WORDS INCLUDE THEIR FIRST WORD,1,2026-05-14,2026-05-14,1,0,2.0,2.0834464693192705,0.183803,1.329083,4
PICK UP ON,PICK UP ON,1,2025-07-18,2025-07-18,1,0,2.5,3.408962812522576,0.486285,2.551682,4
PICK-UP ___,PICK-UP ___,1,2026-04-22,2026-04-22,1,1,2.3,2.891472212498096,0.37611,2.066455,4
PICNIC ACCESSORIES,PICNIC ACCESSORIES,1,2025-01-23,2025-01-23,1,0,3.3,2.8744056836283898,0.331763,2.091166,4
PICTURE HANGING NEEDS,PICTURE HANGING NEEDS,1,2025-04-07,2025-04-07,1,0,3.8,3.661670163051324,0.472472,2.856249,4
PICTURE TAKEN FROM A FILM,PICTURE TAKEN FROM A FILM,1,2026-03-22,2026-03-22,1,0,2.0,2.095608413629405,0.176335,1.350544,4
PICTURED ON THE U.S. GREAT SEAL,PICTURED ON THE U.S. GREAT SEAL,1,2025-03-30,2025-03-30,1,0,3.4,3.5391720144759917,0.483345,2.704435,4
PIECES OF OLYMPIC SPORTS EQUIPMENT,PIECES OF OLYMPIC SPORTS EQUIPMENT,1,2025-10-23,2025-10-23,1,0,2.0,2.771643207850185,0.299197,2.005498,4
PIPE-SMOKING ACCESSORIES,PIPE-SMOKING ACCESSORIES,1,2025-08-25,2025-08-25,1,0,3.2,2.895780563669777,0.353185,2.094337,4
PIPS ON A DIE,PIPS ON A DIE,1,2026-02-07,2026-02-07,1,0,2.3,2.9858387487325357,0.322807,2.228332,4
PIQUANCY,PIQUANCY,1,2025-09-05,2025-09-05,1,0,2.8,3.820132657628876,0.527031,2.98401,4
PIVOTAL POINT,PIVOTAL POINT,1,2026-02-26,2026-02-26,1,0,2.3,3.4114494360251344,0.450213,2.590615,4
PIXAR PROTAGONISTS,PIXAR PROTAGONISTS,1,2025-11-21,2025-11-21,1,0,3.5,3.631386547986791,0.50357,2.790308,4
PIZZA INGREDIENTS,PIZZA INGREDIENTS,1,2026-04-24,2026-04-24,1,0,2.0,3.1323565852200295,0.428364,2.291352,4
PLACE TO PLUG SOMETHING IN,PLACE TO PLUG SOMETHING IN,1,2024-06-26,2024-06-26,1,0,3.3,3.210815162710212,0.393307,2.41668,4
PLACED DOWN,PLACED DOWN,1,2024-06-29,2024-06-29,1,0,3.3,1.5173289515313808,0.042234,0.819302,4
PLACES IN FRANCE,PLACES IN FRANCE,1,2024-09-19,2024-09-19,1,0,3.3,3.10737823050489,0.41123,2.279747,4
PLACES THAT SELL GAS,PLACES THAT SELL GAS,1,2025-08-29,2025-08-29,1,0,2.5,3.0615178008954973,0.355868,2.282344,4
PLACES TO FIND PAPER MONEY,PLACES TO FIND PAPER MONEY,1,2025-05-12,2025-05-12,1,0,3.0,3.357902289094307,0.43014,2.549079,4
PLACES TO FIND SAND,PLACES TO FIND SAND,1,2026-03-12,2026-03-12,1,0,2.3,2.4150426240539535,0.213892,1.680514,4
PLACES TO FIND STARS,PLACES TO FIND STARS,1,2025-04-11,2025-04-11,1,0,2.5,2.2261713575491053,0.186741,1.490358,4
PLACES TO GET TRAPPED,PLACES TO GET TRAPPED,1,2025-08-28,2025-08-28,1,0,2.3,1.8416859985579874,0.12207,1.112657,4
PLACES TO LIE/SIT THAT MOVE,PLACES TO LIE/SIT THAT MOVE,1,2024-10-26,2024-10-26,1,0,2.3,1.8554723746494157,0.128918,1.121671,4
PLACES TO SHOP,PLACES TO SHOP,1,2025-05-13,2025-05-13,1,0,2.8,1.7724629545659456,0.137249,1.017833,4
PLACES USED IN RETAIL SUFFIXES,PLACES USED IN RETAIL SUFFIXES,1,2025-04-11,2025-04-11,1,0,2.5,2.2261713575491053,0.186741,1.490358,4
PLACES WHERE IDEAS ARE DEVELOPED,PLACES WHERE IDEAS ARE DEVELOPED,1,2026-03-05,2026-03-05,1,0,2.0,2.3688406205066004,0.230503,1.610745,4
PLACES WHERE THINGS DISAPPEAR,PLACES WHERE THINGS DISAPPEAR,1,2025-12-31,2025-12-31,1,0,2.5,2.2964460668463182,0.237009,1.520945,4
PLACES WITH CONVEYOR BELTS,PLACES WITH CONVEYOR BELTS,1,2026-05-22,2026-05-22,1,0,1.8,2.0320661005750487,0.166797,1.286973,4
PLACES WITH LANES,PLACES WITH LANES,1,2025-08-12,2025-08-12,1,0,2.8,2.8484399803292217,0.329534,2.06352,4
PLAGIARIZE,PLAGIARIZE,1,2026-01-21,2026-01-21,1,0,2.3,3.130102023400513,0.410633,2.306489,4
PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,1,2025-05-04,2025-05-04,1,0,3.5,3.1839020914915097,0.384031,2.394991,4
PLAY A JOKE ON,PLAY A JOKE ON,1,2025-09-29,2025-09-29,1,0,2.3,2.4551467071210737,0.241881,1.698667,4
PLAY AROUND (WITH),PLAY AROUND (WITH),1,2026-03-30,2026-03-30,1,0,1.3,3.2265797125492184,0.403073,2.425052,4
PLAY MUSIC WITH PASSION,PLAY MUSIC WITH PASSION,1,2024-11-14,2024-11-14,1,0,2.6,2.562127143003407,0.256397,1.807238,4
PLAY SOME ELECTRIC GUITAR,PLAY SOME ELECTRIC GUITAR,1,2025-05-04,2025-05-04,1,0,3.5,3.1839020914915097,0.384031,2.394991,4
PLAYGROUND EQUIPMENT,PLAYGROUND EQUIPMENT,1,2024-08-28,2024-08-28,1,0,3.7,3.264191957244499,0.428934,2.442466,4
PLUMBING EQUIPMENT,PLUMBING EQUIPMENT,1,2025-06-05,2025-06-05,1,0,3.5,2.5164440189495973,0.23053,1.780544,4
PLUNGE,PLUNGE,1,2026-01-11,2026-01-11,1,0,2.0,2.4119137024848487,0.178347,1.712459,4
PLURAL ANIMALS IDENTICAL TO THEIR SINGULAR FORMS,PLURAL ANIMALS IDENTICAL TO THEIR SINGULAR FORMS,1,2025-03-18,2025-03-18,1,0,3.0,3.4451505287590334,0.464226,2.615377,4
PLURAL WORDS THAT ARE VERY DIFFERENT FROM THEIR SINGULAR FORMS,PLURAL WORDS THAT ARE VERY DIFFERENT FROM THEIR SINGULAR FORMS,1,2025-03-18,2025-03-18,1,0,3.0,3.4451505287590334,0.464226,2.615377,4
POINT OF VIEW,POINT OF VIEW,1,2024-11-22,2024-11-22,1,0,2.8,3.0942993383460315,0.369145,2.306784,4
POKER ACTIONS,POKER ACTIONS,1,2025-07-29,2025-07-29,1,0,2.3,2.8858158176170585,0.327099,2.108958,4
"POKER HANDS, FAMILIARLY","POKER HANDS, FAMILIARLY",1,2026-01-06,2026-01-06,1,0,2.0,4.131570735154601,0.647208,3.22216,4
POLICE PROCEDURALS,POLICE PROCEDURALS,1,2024-12-22,2024-12-22,1,0,3.5,3.5368618273841355,0.511942,2.67318,4
POLITE TERMS FOR SEX,POLITE TERMS FOR SEX,1,2025-08-02,2025-08-02,1,0,3.3,3.304322983802909,0.415721,2.501852,4
PONDER,PONDER,1,2025-11-09,2025-11-09,1,0,2.3,2.3248010494214504,0.193384,1.597194,4
POP SINGERS MINUS “S”,POP SINGERS MINUS “S”,1,2024-12-15,2024-12-15,1,0,3.4,2.634150571799798,0.287893,1.858609,4
POPCORN-MAKING METHODS,POPCORN-MAKING METHODS,1,2025-09-27,2025-09-27,1,0,2.8,1.6211761201202082,0.077404,0.903614,4
POPEYE,POPEYE,1,2025-10-31,2025-10-31,1,0,2.3,1.8710839549894878,0.145715,1.122836,4
PORTION,PORTION,1,2026-01-07,2026-01-07,1,0,1.8,1.9255758624052082,0.134261,1.196986,4
PORTMANTEAUX,PORTMANTEAUX,1,2026-03-15,2026-03-15,1,0,2.0,2.9002192865735044,0.33662,2.116009,4
POSE,POSE,1,2026-02-23,2026-02-23,1,0,1.5,2.0705335838325514,0.192379,1.30565,4
POSITIONS IN FAVOR,POSITIONS IN FAVOR,1,2024-06-19,2024-06-19,1,0,2.8,2.3875480949103256,0.241086,1.621686,4
POSSESSIVE ADJECTIVES PLUS A LETTER,POSSESSIVE ADJECTIVES PLUS A LETTER,1,2026-05-24,2026-05-24,1,0,2.5,2.494992654158743,0.253378,1.733015,4
POSSIBLE RESULTS OF A TRAFFIC VIOLATION,POSSIBLE RESULTS OF A TRAFFIC VIOLATION,1,2025-06-28,2025-06-28,1,0,3.3,3.7590682766282746,0.579022,2.861761,4
POTENCY,POTENCY,1,2026-05-20,2026-05-20,1,0,,2.3939563001128286,0.215413,1.654732,4
POTTERY EQUIPMENT,POTTERY EQUIPMENT,1,2026-04-22,2026-04-22,1,0,2.3,2.891472212498096,0.37611,2.066455,4
POT___,POT___,1,2025-01-03,2025-01-03,1,1,1.7,2.6770159281516537,0.33399,1.861831,4
PRANK VERBS,PRANK VERBS,1,2024-08-22,2024-08-22,1,0,2.8,2.9376385811053565,0.364408,2.131274,4
PRECIPICE,PRECIPICE,1,2025-06-05,2025-06-05,1,0,3.5,2.5164440189495973,0.23053,1.780544,4
PRECIPITATION,PRECIPITATION,1,2026-06-21,2026-06-21,1,0,1.7,2.23782485210426,0.21947,1.471037,4
PREDICT,PREDICT,1,2025-09-06,2025-09-06,1,0,2.3,2.4783693891779937,0.239861,1.727406,4
PREFIX MEANING “VERY”,PREFIX MEANING “VERY”,1,2024-09-19,2024-09-19,1,0,3.3,3.10737823050489,0.41123,2.279747,4
PREFIXES,PREFIXES,1,2024-09-14,2024-09-14,1,0,3.4,2.7702586600558563,0.312363,1.990739,4
PREMONITION,PREMONITION,1,2026-05-14,2026-05-14,1,0,2.0,2.0834464693192705,0.183803,1.329083,4
PRESENT GO-WITHS,PRESENT GO-WITHS,1,2026-01-13,2026-01-13,1,0,2.0,1.9686506826732173,0.127886,1.252921,4
PRESSED USING A PRESS,PRESSED USING A PRESS,1,2026-01-07,2026-01-07,1,0,1.8,1.9255758624052082,0.134261,1.196986,4
PRESUME,PRESUME,1,2024-09-20,2024-09-20,1,0,2.9,3.258527740059539,0.397055,2.467828,4
PRETEXT,PRETEXT,1,2026-05-13,2026-05-13,1,0,2.2,2.5371340128253026,0.239212,1.795667,4
PREVAILING,PREVAILING,1,2026-04-17,2026-04-17,1,0,2.5,1.9065276832084024,0.133901,1.17543,4
PRICK,PRICK,1,2025-04-08,2025-04-08,1,0,1.8,2.257975976154175,0.185408,1.528284,4
PRINCIPLED,PRINCIPLED,1,2026-03-23,2026-03-23,1,0,2.0,2.6590819926914016,0.318585,1.856602,4
PRINTED NOTIFICATION,PRINTED NOTIFICATION,1,2025-04-03,2025-04-03,1,0,3.3,4.028499712943888,0.5979,3.152879,4
PRO ATHLETE DATA,PRO ATHLETE DATA,1,2025-07-03,2025-07-03,1,0,2.8,2.3518262403297125,0.23072,1.590952,4
"PRO WRESTLING ICONS, WITH “THE”","PRO WRESTLING ICONS, WITH “THE”",1,2025-06-20,2025-06-20,1,0,2.8,2.5541518695817116,0.239335,1.815124,4
PROCURE IN ADVANCE,PROCURE IN ADVANCE,1,2024-09-24,2024-09-24,1,0,3.0,3.0438011516553214,0.317727,2.300101,4
PROFESSION,PROFESSION,1,2024-07-14,2024-07-14,1,0,2.6,1.9200715678782247,0.156635,1.168279,4
PROG BANDS,PROG BANDS,1,2026-06-24,2026-06-24,1,0,2.5,2.529045750569167,0.243632,1.781941,4
PROGRESS SLOWLY,PROGRESS SLOWLY,1,2024-11-01,2024-11-01,1,0,2.6,2.205725593384766,0.222587,1.430988,4
PROHIBIT,PROHIBIT,1,2024-10-08,2024-10-08,1,0,3.0,2.6126018627823497,0.236418,1.885291,4
"PROHIBIT, AS ENTRY","PROHIBIT, AS ENTRY",1,2025-05-21,2025-05-21,1,0,2.5,2.946954945077366,0.335369,2.171032,4
PROLIFIC ACTORS,PROLIFIC ACTORS,1,2025-10-18,2025-10-18,1,0,2.7,3.6792894680649053,0.507529,2.841464,4
PROMISE,PROMISE,1,2026-01-12,2026-01-12,1,0,1.7,1.5128963126418156,0.070486,0.78595,4
PROMOTE,PROMOTE,1,2024-08-01,2024-08-01,1,0,3.1,2.0148718074079377,0.095331,1.338656,4
PRONOUN HOMOPHONES,PRONOUN HOMOPHONES,1,2026-03-11,2026-03-11,1,0,1.8,2.218272568876876,0.16489,1.503121,4
PRONUNCIATION DESCRIPTORS,PRONUNCIATION DESCRIPTORS,1,2026-06-22,2026-06-22,1,0,2.0,1.7773988283412083,0.129023,1.031738,4
PROPER NOUN PORTMANTEAUX,PROPER NOUN PORTMANTEAUX,1,2024-12-11,2024-12-11,1,0,1.0,3.6991824560853694,0.54633,2.825551,4
PROPER NOUNS AFTER GERUNDS IN '90S MOVIE TITLES,PROPER NOUNS AFTER GERUNDS IN '90S MOVIE TITLES,1,2025-08-22,2025-08-22,1,0,3.3,2.858614190298094,0.339337,2.065423,4
PROPER NOUNS IN BROADWAY MUSICAL TITLES THAT ARE SPOKEN PHRASES,PROPER NOUNS IN BROADWAY MUSICAL TITLES THAT ARE SPOKEN PHRASES,1,2025-03-30,2025-03-30,1,0,3.4,3.5391720144759917,0.483345,2.704435,4
PROPS FOR CHARACTERS ON “THE SIMPSONS”,PROPS FOR CHARACTERS ON “THE SIMPSONS”,1,2025-02-12,2025-02-12,1,0,4.0,3.7979964066723397,0.573459,2.912113,4
PROTAGONIST,PROTAGONIST,1,2025-12-18,2025-12-18,1,0,1.7,1.898899198593949,0.147915,1.152639,4
PROTECTIVE COVERINGS IN NATURE,PROTECTIVE COVERINGS IN NATURE,1,2025-01-27,2025-01-27,1,0,3.0,1.4905827561296967,0.086293,0.74447,4
PROTUBERANCE,PROTUBERANCE,1,2026-02-14,2026-02-14,1,0,2.3,2.8528413300030957,0.325294,2.072824,4
PROVERBIAL THINGS THAT ARE SPILLED,PROVERBIAL THINGS THAT ARE SPILLED,1,2025-02-23,2025-02-23,1,0,3.5,2.6504444308709116,0.266636,1.898613,4
PROVERBIAL THINGS TO KICK,PROVERBIAL THINGS TO KICK,1,2024-12-28,2024-12-28,1,0,3.8,3.763862479788047,0.569377,2.876922,4
PROVIDE MORE DETAILS,PROVIDE MORE DETAILS,1,2024-07-30,2024-07-30,1,0,2.0,2.55556336086733,0.233538,1.822545,4
PROVIDE WITH A PLACE TO STAY,PROVIDE WITH A PLACE TO STAY,1,2026-02-03,2026-02-03,1,0,2.8,2.5434379206421687,0.224056,1.818076,4
PUBLIC STANDING,PUBLIC STANDING,1,2024-11-07,2024-11-07,1,0,3.6,2.8871673379059355,0.343733,2.093879,4
PUBLICITY,PUBLICITY,1,2024-11-22,2024-11-22,1,0,2.8,3.0942993383460315,0.369145,2.306784,4
PUBLICIZE,PUBLICIZE,1,2026-02-01,2026-02-01,1,0,2.5,2.751007100957059,0.311032,1.96992,4
PUPPY PURCHASES,PUPPY PURCHASES,1,2024-09-04,2024-09-04,1,0,2.7,2.4273314635166128,0.249625,1.65892,4
PURCHASES FOR A BABY,PURCHASES FOR A BABY,1,2024-07-06,2024-07-06,1,0,3.2,2.349372644332606,0.232602,1.586247,4
PURPLE ___,PURPLE ___,1,2024-10-23,2024-10-23,1,1,2.8,3.085153326770562,0.389592,2.275814,4
PURSUE,PURSUE,1,2026-03-04,2026-03-04,1,0,2.0,2.0533810096196947,0.165819,1.312475,4
PURSUIT,PURSUIT,1,2024-06-27,2024-06-27,1,0,2.5,2.7940167353590453,0.346075,1.984362,4
PUSH THROUGH A CROWD,PUSH THROUGH A CROWD,1,2024-07-24,2024-07-24,1,0,2.4,3.104254523805067,0.332178,2.355205,4
"PUSHES, AS A BUTTON","PUSHES, AS A BUTTON",1,2024-12-27,2024-12-27,1,0,2.8,2.5990527632432454,0.303449,1.802671,4
"PUT FORWARD, AS AN ANNOUNCEMENT","PUT FORWARD, AS AN ANNOUNCEMENT",1,2025-11-08,2025-11-08,1,0,2.8,2.749260119747642,0.314402,1.96454,4
PUT ON THE LINE,PUT ON THE LINE,1,2024-10-02,2024-10-02,1,0,2.8,2.4240938988374694,0.268732,1.636088,4
PUTDOWN,PUTDOWN,1,2025-01-21,2025-01-21,1,0,2.0,2.2311819777840745,0.215821,1.467043,4
QUALITIES OF A RAINY DAY,QUALITIES OF A RAINY DAY,1,2025-06-18,2025-06-18,1,0,3.0,2.6930725106704427,0.34448,1.869815,4
QUALITIES OF OVERCOOKED MEAT,QUALITIES OF OVERCOOKED MEAT,1,2025-05-04,2025-05-04,1,0,3.5,3.1839020914915097,0.384031,2.394991,4
QUALITIES OF THICK HAIR,QUALITIES OF THICK HAIR,1,2024-06-15,2024-06-15,1,0,2.8,2.800467528660683,0.327455,2.010404,4
QUANTITIES IN MECHANICS,QUANTITIES IN MECHANICS,1,2026-03-28,2026-03-28,1,0,2.8,3.440776991721329,0.425416,2.649155,4
QUANTITY,QUANTITY,1,2024-09-06,2024-09-06,1,0,2.9,2.747672192051321,0.294024,1.983091,4
QUEEN ___,QUEEN ___,1,2025-07-25,2025-07-25,1,1,2.3,2.569994642459945,0.260515,1.812172,4
QUICK FIX,QUICK FIX,1,2026-02-20,2026-02-20,1,0,3.5,3.0601628040270983,0.395771,2.240882,4
QUICK JUMP IN THE POOL,QUICK JUMP IN THE POOL,1,2024-10-11,2024-10-11,1,0,2.4,2.3353237864873257,0.183224,1.619461,4
QUITE THE LAUGH,QUITE THE LAUGH,1,2026-01-27,2026-01-27,1,0,2.8,3.564283348357818,0.522299,2.694373,4
QUITE THE PARTY,QUITE THE PARTY,1,2025-05-23,2025-05-23,1,0,2.5,2.6184329557843284,0.300019,1.828399,4
QUITE THE TALKER,QUITE THE TALKER,1,2025-08-19,2025-08-19,1,0,3.0,2.4057679790361988,0.257291,1.626444,4
RADIO LINGO,RADIO LINGO,1,2025-04-08,2025-04-08,1,0,1.8,2.257975976154175,0.185408,1.528284,4
RADIO TUNING OPTIONS,RADIO TUNING OPTIONS,1,2025-11-14,2025-11-14,1,0,2.2,3.3173671101665545,0.43138,2.501201,4
RAIN___,RAIN___,1,2025-11-05,2025-11-05,1,1,3.5,3.3348178010733562,0.460352,2.492307,4
"RARE THINGS, IDIOMATICALLY","RARE THINGS, IDIOMATICALLY",1,2026-06-16,2026-06-16,1,0,2.0,2.2344447476647464,0.215421,1.471197,4
RASPY,RASPY,1,2024-07-31,2024-07-31,1,0,3.6,2.1352466350406805,0.212219,1.360266,4
RATINGS SYSTEMS,RATINGS SYSTEMS,1,2024-09-10,2024-09-10,1,0,3.3,3.5622304281505333,0.506682,2.707628,4
RATIONALE,RATIONALE,1,2025-05-15,2025-05-15,1,0,3.0,2.9595705830150205,0.381119,2.139797,4
REACH BACK OUT,REACH BACK OUT,1,2026-05-22,2026-05-22,1,0,1.8,2.0320661005750487,0.166797,1.286973,4
REACT TO A STUBBED TOE,REACT TO A STUBBED TOE,1,2026-03-18,2026-03-18,1,0,3.0,3.238858122273314,0.433844,2.408408,4
REAL ___,REAL ___,1,2025-05-15,2025-05-15,1,1,3.0,2.9595705830150205,0.381119,2.139797,4
REALM OF EXPERTISE,REALM OF EXPERTISE,1,2024-07-22,2024-07-22,1,0,3.7,3.4486210242660986,0.459883,2.623713,4
REBOUND,REBOUND,1,2025-05-12,2025-05-12,1,0,3.0,3.357902289094307,0.43014,2.549079,4
RECEIVER OF GOODS OR SERVICES,RECEIVER OF GOODS OR SERVICES,1,2026-01-14,2026-01-14,1,0,2.0,2.8272597887410233,0.286284,2.082401,4
RECTANGULAR PRISMS,RECTANGULAR PRISMS,1,2025-02-25,2025-02-25,1,0,4.5,2.856137996534099,0.32597,2.075941,4
RED CHARACTERS,RED CHARACTERS,1,2026-06-24,2026-06-24,1,0,2.5,2.529045750569167,0.243632,1.781941,4
REFERENCE BOOKS,REFERENCE BOOKS,1,2026-02-15,2026-02-15,1,0,2.3,2.554422173639487,0.260204,1.794566,4
REGARD AS TRUE,REGARD AS TRUE,1,2024-07-15,2024-07-15,1,0,2.4,2.090221453661263,0.174417,1.346264,4
REGARDING,REGARDING,1,2024-08-11,2024-08-11,1,0,2.0,1.7119974143878758,0.117268,0.968245,4
REGION,REGION,1,2026-01-30,2026-01-30,1,0,2.0,2.5630606046048574,0.232566,1.832143,4
REITERATE,REITERATE,1,2024-08-08,2024-08-08,1,0,2.3,1.5371863046117522,0.078569,0.805814,4
RELATED TO BUYING A HOME,RELATED TO BUYING A HOME,1,2025-07-23,2025-07-23,1,0,2.8,2.0681608183093134,0.159662,1.335637,4
RELAX,RELAX,1,2025-09-21,2025-09-21,1,0,2.0,1.79932387709183,0.112138,1.073849,4
REMOTE CONTROL FUNCTIONS,REMOTE CONTROL FUNCTIONS,1,2025-01-05,2025-01-05,1,0,2.0,2.633112812812712,0.249526,1.895782,4
REMOTE RURAL AREA,REMOTE RURAL AREA,1,2024-06-16,2024-06-16,1,0,2.5,2.3442924925072126,0.227135,1.585869,4
REMOVE THE COVERING FROM,REMOVE THE COVERING FROM,1,2026-01-01,2026-01-01,1,0,2.5,3.1023988994856118,0.419775,2.265473,4
"REMOVE, AS AN ITEM FROM A LIST, WITH ""OFF""","REMOVE, AS AN ITEM FROM A LIST, WITH ""OFF""",1,2026-04-30,2026-04-30,1,0,1.3,2.7491436543336807,0.335242,1.943566,4
RENOVATIONS,RENOVATIONS,1,2025-08-16,2025-08-16,1,0,2.2,2.504706217341053,0.252398,1.745171,4
REPRESENTED BY CONSTELLATIONS,REPRESENTED BY CONSTELLATIONS,1,2025-10-20,2025-10-20,1,0,3.3,3.557227630219487,0.52802,2.680534,4
REPRESENTED BY THREE-DIGIT NUMBERS,REPRESENTED BY THREE-DIGIT NUMBERS,1,2025-04-19,2025-04-19,1,0,3.0,2.172673751876456,0.202768,1.412779,4
REPUTATION,REPUTATION,1,2025-04-30,2025-04-30,1,0,3.3,3.0048200037735575,0.362604,2.210374,4
RESIDE,RESIDE,1,2024-09-15,2024-09-15,1,0,2.9,2.289192183675277,0.194768,1.55484,4
RESISTANCE TRAINING EQUIPMENT,RESISTANCE TRAINING EQUIPMENT,1,2025-01-28,2025-01-28,1,0,3.5,3.4157317128504063,0.473291,2.572464,4
RESTAURANT COURSES,RESTAURANT COURSES,1,2024-06-24,2024-06-24,1,0,3.0,3.2748398511731387,0.420134,2.463517,4
RESTAURANT JOBS,RESTAURANT JOBS,1,2024-08-07,2024-08-07,1,0,3.3,2.827131155298738,0.314563,2.053974,4
RESTAURANT SEATING OPTIONS,RESTAURANT SEATING OPTIONS,1,2025-09-21,2025-09-21,1,0,2.0,1.79932387709183,0.112138,1.073849,4
RESTAURANT WATER OPTIONS,RESTAURANT WATER OPTIONS,1,2025-08-27,2025-08-27,1,0,2.0,1.3178428186033444,0.040757,0.591259,4
RESTRICT,RESTRICT,1,2025-04-14,2025-04-14,1,0,3.4,3.2153381926673292,0.40462,2.410571,4
RESULT,RESULT,1,2025-08-09,2025-08-09,1,0,2.8,2.631841253852823,0.307116,1.836729,4
RESULTS OF SOME ARITHMETIC,RESULTS OF SOME ARITHMETIC,1,2025-05-09,2025-05-09,1,0,2.7,2.207094496571249,0.17546,1.47969,4
RESULTS OF SOME DIGGING,RESULTS OF SOME DIGGING,1,2025-01-22,2025-01-22,1,0,3.3,2.5876582738624223,0.278259,1.814751,4
RETAIL CHAINS WITH A LETTER CHANGED,RETAIL CHAINS WITH A LETTER CHANGED,1,2024-10-30,2024-10-30,1,0,3.1,2.3365544956378406,0.216301,1.5878,4
RETRO DANCE CRAZES,RETRO DANCE CRAZES,1,2026-03-29,2026-03-29,1,0,1.5,2.4319674823081696,0.283546,1.630333,4
RETRO HAIR DIRECTIVES,RETRO HAIR DIRECTIVES,1,2026-02-18,2026-02-18,1,0,2.3,2.1625134482256683,0.181066,1.422791,4
RETRO SLANG FOR COOL,RETRO SLANG FOR COOL,1,2026-02-18,2026-02-18,1,0,2.3,2.1625134482256683,0.181066,1.422791,4
RHYME WITH U.S. COINS,RHYME WITH U.S. COINS,1,2025-02-25,2025-02-25,1,0,4.5,2.856137996534099,0.32597,2.075941,4
RHYMES FOR NEW YORK TIMES GAMES,RHYMES FOR NEW YORK TIMES GAMES,1,2025-11-27,2025-11-27,1,0,3.3,3.3981228375753885,0.430451,2.595044,4
RHYMES OF U.S. PRESIDENT NAMES,RHYMES OF U.S. PRESIDENT NAMES,1,2025-01-23,2025-01-23,1,0,3.3,2.8744056836283898,0.331763,2.091166,4
RIFFLE (THROUGH),RIFFLE (THROUGH),1,2026-02-17,2026-02-17,1,0,2.8,2.6191491311657016,0.237292,1.89195,4
RIHANNA #1 HITS,RIHANNA #1 HITS,1,2026-01-03,2026-01-03,1,0,2.8,3.071456472601806,0.413534,2.236113,4
RIPPED,RIPPED,1,2025-08-24,2025-08-24,1,0,2.0,2.586314575877468,0.299343,1.792121,4
RISQUÉ,RISQUÉ,1,2024-11-08,2024-11-08,1,0,2.8,3.287480694312322,0.447323,2.450872,4
ROAD,ROAD,1,2024-12-17,2024-12-17,1,0,3.2,3.4088680757306227,0.450277,2.587581,4
ROAD RUNNER CARTOON STAPLES,ROAD RUNNER CARTOON STAPLES,1,2024-10-13,2024-10-13,1,0,3.0,3.2904357869053653,0.439691,2.461904,4
ROBERT DE NIRO FILMS,ROBERT DE NIRO FILMS,1,2024-10-02,2024-10-02,1,0,2.8,2.4240938988374694,0.268732,1.636088,4
ROCK BANDS,ROCK BANDS,1,2026-04-01,2026-04-01,1,0,2.0,2.8326710847658134,0.331125,2.043786,4
ROCK GENRES,ROCK GENRES,1,2024-08-09,2024-08-09,1,0,3.9,3.3341468212257594,0.421567,2.53032,4
ROCK MUSIC SUBGENRES,ROCK MUSIC SUBGENRES,1,2025-10-08,2025-10-08,1,0,3.5,3.156688296144221,0.372434,2.375277,4
